Name	Set	ImageFile	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Text	Flavor	Comments	Artist	Type	Category	Edition	NoMax	Designators
Bear vs. Fox (948)	shaolinshowdown	bear_vs_fox_ss	Event	1	{han}{han}		0	0	0	Faceoff. Turn a Character you control and target an opponent's Character with Fighting no lower than two less than yours. The winner may play one Event this turn, at no cost and ignoring resource conditions, from the loser's smoked pile.			Kenneth Waters	Event	Guiding Hand	Uncommon	N	 bear v vs fox 
Ancient Monument (947)	shaolinshowdown	ancient_monument_ss	Feng Shui Site	0			0	1	12	Inflict 1 damage on this Site when an attack is declared against it.	Its placid beauty is camouflage for the danger that lies within.		Andrew Baker	Site	Feng Shui Site	Common	N	 ancient monument 
Ancient Grove (946)	shaolinshowdown	ancient_grove_ss	Site	2		{chi}{chi}	0	1	5		These bamboo shoots are the mirror of your soul, warrior. When you understand why, you will find the path to mastery.		Nene Thomas	Site	Chi	Common	N	 ancient grove 
18 Bronze Men (945)	shaolinshowdown	18_bronze_men_ss	State	2	{han}{han}		0	0	0	Limited. Play on a front-row Site. All non-Unique <Shaolin>, <Martial>, and <Kung> <Fu> Characters you control gain +1 Fighting.			Aaron Boyd	State	Guiding Hand	Uncommon	N	 18 bronze man men 
Tiger Hook Swords (1078)	shaolinshowdown	tiger_hook_swords_ss	State	1			0	0	0	Weapon. Subject Character inflicts +2 damage. If subject is a <Swordsman>, draw a card when subject smokes a Character by inflicting combat damage.			Steve Bryant	State	Unaligned	Common	N	 tiger hook sword swords  
Tiger vs. Crane (1079)	shaolinshowdown	tiger_vs_crane_ss	Event	1	{asc}{asc}		0	0	0	Faceoff. Turn a Character you control and target an opponent's Character with Fighting no lower than two less than yours. The winner may inflict 1 damage on up to 3 different cards controlled by the loser.	Tsung Jin was the first target.		Ravindra Rana	Event	Ascended	Uncommon	N	 tiger v vs crane 
Ti Kan (1080)	shaolinshowdown	ti_kan_ss	Metal Demon	3	{lot}{lot}{lot}{mag}	{lot}	5	0	0	Toughness: 1 against {tek} cards. +1 damage against {tek} cards.	As warm and caring as steel.		Paul "Prof" Herbert	Character	Eaters of the Lotus	Uncommon	N	 ti kan metal demon 
"Time to Kick Ass!" (1081)	shaolinshowdown	time_to_kick_ass_pr	Event	0	{dra}{dra}		0	0	0	Play when an attack is declared against a card you control :: Unturn all your Characters.	"What time is it, Sifu?"		Lissanne Lake	Event	Dragons	Promo	N	 time kick as ass 
Tong Su Yin (1082)	shaolinshowdown	tong_su_yin_ss	Master of the Snake Style	5	{han}{han}{han}	{han}{chi}	4	0	0	Unique. Tong Su Yin's Fighting is increased by the number of cards in your hand.	"They say that a snake can never strike farther than half its length. They lie."		Val Mayerik	Character	Guiding Hand	Rare	N	 tong su yin master snake style 
"Try My Kung Fu!" (1083)	shaolinshowdown	try_my_kung_fu_ss	Event	0	{han}{han}		0	0	0	Not cumulative. Target <Monk>, <Master>, or <Martial> Character gains +1 Fighting and Toughness: 1 until the end of the turn.	"There are only thirty-five of you..."		Lissanne Lake	Event	Guiding Hand	Common	N	 try my kung fu 
Tsung Jin (1084)	shaolinshowdown	tsung_jin_ss	Master of the Crane Style	5	{han}{han}{han}	{han}{chi}	7	0	0	Unique. When Tsung Jin turns to attack, choose up to X Characters :: The chosen Characters may not intercept Tsung Jin during this attack. X= the number of States on Tsung Jin.			Ravindra Rana	Character	Guiding Hand	Rare	N	 tsung jin master crane style 
Two Dragons Inn (1085)	shaolinshowdown	two_dragons_inn_ss	Site	2			0	1	7	Unique. At the end of each player's turn, that player loses one Power if he or she controls any Characters and did not declare an attack.	Mr. X tracked Iala Mane to the Inn, and then set up his ambush.		Tony Moseley	Site	Unaligned	Rare	N	 two dragon dragons inn 
Underworld Contract (1086)	shaolinshowdown	underworld_contract_ss	Edge	0	{lot}{lot}{lot}		0	0	0	Limited. Place a counter on Underworld Contract when an attack declared against you fails. Turn and remove X counters to play a <Demon> card at -X cost.			Lissanne Lake	Edge	Eaters of the Lotus	Uncommon	N	 underworld contract 
Walk of a Thousand Steps (1087)	shaolinshowdown	walk_of_a_thousand_steps_ss	State	2	{chi}{chi}		0	0	0	Not cumulative. Subject Character takes -X damage from any source. X= half the damage inflicted, rounded up.	Those who keep the path are kept from harm.		Melissa Benson	State	Chi	Uncommon	N	 walk thousand step steps 
Web of the Spider vPAP (1088)	shaolinshowdown	web_of_the_spider_ss	Lodge Mastermind	2	{asc}	{asc}	2	0	0	Gain 1 Power when an opponent plays a card at reduced cost.	Accountants are as important as assassins in the Secret War.		Heather Bruton	Character	Ascended	Uncommon	N	 web spider lodge mastermind 
Wei Fong-Yi (1089)	shaolinshowdown	wei_fongyi_ss	Master of the Fox Style	4	{han}{han}{han}	{han}{chi}	7	0	0	Unique. When Wei Fong-Yi enters combat with a Character, you may choose one State on that Character, and either smoke it or take control of it and place it on Wei Fong-Yi.			Kenneth Waters	Character	Guiding Hand	Rare	N	 wei fong yi master fox style 
Year of the Snake (1090)	shaolinshowdown	year_of_the_snake_ss	Event	3	{asc}{asc}{asc}		0	0	0	One-Shot. Play when you are attacking a Site :: Change the target of all your attackers to any one legal card.	After the playful Dragon comes the wily Serpent.		Paul "Prof" Herbert	Event	Ascended	Uncommon	N	 year snake 
Yen Fan (1091)	shaolinshowdown	yen_fan_ss	Pledged Traitor	4	{han}{han}{han}	{han}{asc}	6	0	0	Unique. Superleap. Not affected by Stealth.	"We cannot sell our freedom and our culture for prosperity. The price is too high, and so I must renounce my Pledge."		Melissa Benson	Character	Guiding Hand	Rare	N	 yen fan pledged traitor 
Yen Song (1092)	shaolinshowdown	yen_song_ss	Shaolin Traitor	4	{asc}{asc}{asc}	{asc}{han}	6	0	0	Unique. Stealth. Not affected by Superleap.	"Confucian principles have not brought prosperity to our people. The Wheel can."		Melissa Benson	Character	Ascended	Rare	N	 yen song shaolin traitor 
Zheng Yi Quan vPAP (1093)	shaolinshowdown	zheng_yi_quan_ss	Kung Fu Master	6	{dra}{dra}{dra}{dra}	{dra}{chi}	10	0	0	Unique. Guts. All <Student> Characters you control gain +1 fighting.	"I try to pass on what Kar Fai taught me. Not just the fighting, but also why we fight."		Melissa Benson	Character	Dragons	Rare	N	 zheng yi quan kung fu master 
Alchemist's Lair (1094)	darkfuture	alchemists_lair_df	Site	2		{mag}{mag}	0	1	5		"You were right, old man. The power of immortality is what I sought--and the misery of duality is what I found."		Margaret Organ-Kean	Site	Magic	Common	N	 alchemist alchemists lair 
Arachnae (1095)	darkfuture	arachnae_df	Reascended Spider	4	{asc}{asc}{asc}{tek}{tek}	{asc}	7	0	0	Unique. Assassinate. Regeneration.	"We will become more than human, and the force of our Reascension will remake the world." - Dunwa Saleem.		Mark Poole	Character	Ascended	Rare	N	 arachnae reascended spider 
Arcane Scientist (1096)	darkfuture	arcane_scientist_df	Initiate of Paradox	2		{pur}{mag}	2	0	0	Turn to draw a card during your Main Shot.	Unbound by the traditions of the Lotus, the Purists took a radical approach to magic.		Arthur Roberg	Character	Purists	Common	N	 arcan e scientist initiate paradox 
Assault Drone (1097)	darkfuture	assault_drone_df	Arcanowave Robot	5	{arc}{arc}{arc}{tek}	{arc}{tek}	7	0	0	Toughness: 1. Cannot intercept. Assault Drone enters play with four counters on it. Add one counter at the start of your turn. Remove a counter to inflict one damage on any target at this location.			Mark Evans	Character	Architects of the Flesh	Uncommon	N	 assault drone arcano wave robot 
Battlechimp Potemkin (1098)	darkfuture	battlechimp_potemkin_df	Subversive Chimp Mastermind	4	{jam}{jam}{tek}	{jam}{jam}{tek}	6	0	0	Unique. Once during each opponent's Main Shot, you may play a {jam} or {tek} Event from any player's smoked pile, ignoring resource conditions, and toasting the Event immediately.			Jim Pavelec	Character	Jammers	Rare	N	 battlechimp potemkin subversive chimp mastermind 
Battle Cry (1099)	darkfuture	battle_cry_df	Event	1	{mon}		0	0	0	Inflict X damage on target Character. X= 2 plus the number of <Battleground> Sites in play.	Huan Ken rarely gets involved unless there's a good fight to be had.		Edward Beard, Jr.	Event	Four Monarchs	Common	N	 battle cry 
Battle-Matic (1100)	darkfuture	battlematic_df	State	1	{jam}{jam}{tek}		0	0	0	Vehicle. Subject Character gains Toughness: 1 and +X Fighting. X= the number of Vehicles, Weapons, and {tek} States in your smoked pile.	"I never saw a patchwork tank before."		Mark Poole	State	Jammers	Uncommon	N	 battle matic 
Beta Beast (1101)	darkfuture	beta_beast_df	Early Model Abomination	2		{arc}{tek}	2	0	0	Toughness: 1 against Characters who provide only one resource.	The second generation prototypes proved more vicious but just as expendable.		Mark Tedin	Character	Architects of the Flesh	Common	N	 beta beast early model abomination 
Big Macaque Attack (1102)	darkfuture	big_macaque_attack_df	Monkey Horde	2		{jam}	1	0	0	+1 Fighting for each <Monkey> Character in play. Not a legal subject for States.	As it turns out, a barrel full of monkeys isn't actually that much fun.		Lissanne Lake	Character	Jammers	Common	N	 big macaque attack monkey horde 
BK97 Attack Chopper (1103)	darkfuture	bk97_attack_chopper_df	State	2	{arc}{arc}{tek}		0	0	0	Vehicle. Subject Character gains +3 Fighting. Damage subject inflicts cannot be reduced.	"Magic don't mean crap against a minigun."		Mark Evans	State	Architects of the Flesh	Common	N	 bk97 attack chopper 
Blue Mandarin (1104)	darkfuture	blue_mandarin_df	Deceptive Bureaucrat	1	{han}{han}	{han}	1	0	0	Turn and maintain and target a Character. That Character cannot intercept or turn to generate an effect.	In the future, the Hand have to be especially subtle.		Steve Bryant	Character	Guiding Hand	Common	N	 blue mandarin deceptive bureaucrat 
Borrowed Nuke (1105)	darkfuture	borrowed_nuke_df	State	2	{dra}{dra}{jam}{tek}		0	0	0	One Shot. Play on an opponent's Site, except during an attack. Subject cannot be seized or burned. If an attack on the subject succeeds, smoke all cards at this location. (Including any attackers.)	"No, really, we'll give it back."		Randy Asplund	State	Dragons	Rare	N	 borrowed nuke 
Buro Blue Spear (1106)	darkfuture	buro_blue_spear_df	Gun State	1	{arc}		0	0	0	Weapon. Subject Character gains +1 Fighting. Turn to inflict 1 damage on target Character at this location.	A BuroMil Grunt's best friend.		Ron Rousselle	State	Architects of the Flesh	Common	N	 buro blue spear gun  
BuroMil Grunt (1107)	darkfuture	buromil_grunt_df	Brutal Soldier	1		{arc}	2	0	0	Uncopyable. You may play BuroMil Grunt during an attack against you. Smoke BuroMil Grunt at the end of the turn he is played.	Their military careers are violent and brief.		Douglas Shuler	Character	Architects of the Flesh	Common	N	 buro mil grunt brutal soldier 
BuroMil "Savage" (1108)	darkfuture	buromil_savage_df	Tank State	4	{arc}{arc}{tek}		0	0	0	Vehicle. Subject Character gains Mobility, +6 Fighting and Toughness: 1.	For the first time, the Architects turned their weapons against each other.		Mike Jackson	State	Architects of the Flesh	Uncommon	N	 buro mil savage tank 
Cataract Gorge (1109)	darkfuture	cataract_gorge_df	Feng Shui Site	0			0	1	7	Unique. Turn to give target Character Independent until the end of the turn.	The Purists tricked Bonengel into authorizing the construction of the four Nexus towers.		Mark Pennington	Site	Feng Shui Site	Rare	N	 cataract gorge 
Cellular Reinvigoration (1110)	darkfuture	cellular_reinvigoration_df	Event	1	{arc}		0	0	0	Until the end of the turn, target Character gains Guts and is not smoked if its Fighting is 0.	Arcanotech medicine will get you through the fight. Afterwards is your problem.		Mark Tedin	Event	Architects of the Flesh	Common	N	 cellular reinvigoration 
Chaos Spirit (1111)	darkfuture	chaos_spirit_df	Volatile Construct	2	{mag}{mag}	{mag}	2	0	0	At the end of each player's turn, you must inflict 2 damage on a card the player to his or her left controls.	Creating one is a simple spell. Controlling it....		Steve Bryant	Character	Magic	Common	N	 chao chaos spirit volatile construct 
Chi Reconfiguration (1112)	darkfuture	chi_reconfiguration_df	Event	1	{pur}{pur}		0	0	0	Smoke a Feng Shui Site you control, and return a Feng Shui Site in your smoked pile to play in the same position as the smoked Site. This may change the target of an attack.	"The only difference between places is the shape of the chi flows."		Heather Bruton	Event	Purists	Uncommon	N	 chi reconfiguration 
Close Call (1113)	darkfuture	close_call_df	Event	1	{jam}{jam}		0	0	0	Redirect up to 3 damage from a single source that would damage a Character to a Site controlled by that source's controller.	"OK, that was a little too close."		Lissanne Lake	Event	Jammers	Common	N	 close call 
Combat Veteran (1114)	darkfuture	combat_veteran_df	State	1	{arc}		0	0	0	Play on a <Soldier>, <Military>, or <Trooper> Character you control. Turn a <Battleground> Site you control to give subject +1 Fighting until the end of turn.	Each battle they see makes them a bit tougher to kill.		Mark Poole	State	Architects of the Flesh	Uncommon	N	 combat veteran 
Concourse Godard (1115)	darkfuture	concourse_godard_df	Renegade Supersoldier	5	{dra}{dra}{dra}	{dra}{tek}	9	0	0	Unique. Any opponent's effect that would remove this card from play except by inflicting damage inflicts 3 damage on him instead.	Too much of a maverick, even for the Jammers.		Lissanne Lake	Character	Dragons	Rare	N	 concourse godard renegade super soldier 
Consumer on the Brink (1116)	darkfuture	consumer_on_the_brink_df	Disgruntled Everyman	1	{dra}	{dra}	1	0	0	+1 Fighting for each Unique and Limited Site controlled by opponents.	"Can't...you...just...leave...me...alone?"		Brian Rood	Character	Dragons	Common	N	 consumer brink disgruntled everyman 
Coral Reef (1117)	darkfuture	coral_reef_df	Feng Shui Site	0			0	1	8	Turn when you declare an attack :: Draw a card then discard a card. This ability is not cumulative.			Melissa Benson	Site	Feng Shui Site	Common	N	 coral reef 
Corruption (1118)	darkfuture	corruption_df	Event	1	{lot}		0	0	0	All opponents' Characters with a cost or Fighting of 4 or greater take 2 damage and turn.	The Lotus have never seen much value in a clean kill.		Alec Keating	Event	Eaters of the Lotus	Uncommon	N	 corruption 
Dark Sacrifice (1119)	darkfuture	dark_sacrifice_df	Event	1	{mon}{mon}		0	0	0	Steal 1 Power from target opponent. If you could not, that player must sacrifice a Character of his or her choice.	Ming I takes no prisoners - for long.		Brian Rood	Event	Four Monarchs	Common	N	 dark sacrifice 
Defiant Bloom (1120)	darkfuture	defiant_bloom_df	Edge	1	{han}{han}	{chi}	0	0	0	Limited. Turn to remove 1 damage each from up to 3 cards you control.	Even in the Architects' future, hope survives.		Andrew Barlow	Edge	Guiding Hand	Uncommon	N	 defiant bloom 
Deja Vu (1121)	darkfuture	deja_vu_df	Event	1	{pur}{pur}{mag}		0	0	0	Toast It. Immediately play an Event from your smoked pile (at normal cost) and toast that Event.	It's not just a feeling when you're dealing with the Purists.		Anthony Grabski	Event	Purists	Uncommon	N	 deja vu 
Demon Tank (1122)	darkfuture	demon_tank_df	State	3	{lot}{lot}{mag}		0	0	0	Vehicle. Subject Character gains Toughness: 1, Regenerate, and +3 Fighting. Smoke subject if it is a <Demon>.	"Do you know how hard it is to stare down a tank when it's staring back?!?"		Stephen Snyder	State	Eaters of the Lotus	Uncommon	N	 demon tank 
Desdemona Deathangel (1123)	darkfuture	desdemona_deathangel_df	Abomination	5	{arc}{arc}{arc}	{arc}	6	0	0	Unique. Ambush. Sacrifice a Character to give Desdemona Deathangel +1 Fighting until the end of the turn.			Thomas Gianni	Character	Architects of the Flesh	Rare	N	 desdemona deathangel abomination 
Destroyer (1124)	darkfuture	destroyer_df	Demon Martial Artist	4	{lot}{lot}	{lot}	4	0	0	Unique. Cannot be sacrificed. If Destroyer is in your smoked pile at the start of your turn, return Destroyer to play.	"There's got to be a better way to keep him down!"		Christopher Rush	Character	Eaters of the Lotus	Rare	N	 destroyer demon martial artist 
Destroyer Drone (1125)	darkfuture	destroyer_drone_df	Arcanowave Robot	5	{arc}{arc}{arc}{tek}	{arc}{tek}	7	0	0	Toughness: 1. Cannot attack Characters. +4 damage against Sites.	While the Buro was distracted, Omega's drones quickly seized the launch platforms.		Stephen Snyder	Character	Architects of the Flesh	Uncommon	N	 destroyer drone arcano wave robot 
Dirk Wisely (1126)	darkfuture	dirk_wisely_df	Man of Action	3	{dra}{dra}{dra}	{dra}{tek}	4	0	0	Unique. Once per turn, you may unturn him at the end of a successful attack in which he was the only attacker.	"Time to save the world again."		Mark Poole	Character	Dragons	Rare	N	 dirk wisely man action 
Dump Scrounger (1127)	darkfuture	dump_scrounger_df	Netherworld Scavenger	2	{jam}	{jam}{tek}	2	0	0	Turn this card and toast a Character in your smoked pile to gain 1 Power.			Diana Vick	Character	Jammers	Common	N	 dump scrounger netherworld scavenger 
Dunwa Saleem (1128)	darkfuture	dunwa_saleem_df	Prophet of the Reascension	3	{asc}{asc}	{asc}{tek}	4	0	0	Unique. Generates 1 Power during your Establishing Shot if you control another {tek} card. Once during your turn, you may look through your deck for a <Reascended> Character, show it to your opponents, and put it in your hand.			Arthur Roberg	Character	Ascended	Rare	N	 dunwa saleem prophet reascension 
Energy Flail (1129)	darkfuture	energy_flail_df	State	1	{mag}{mag}		0	0	0	Weapon. Play on a Character. Turn and discard a card :: Inflict X damage on target Character at this location. X= the number of {mag} resources provided and required by the subject.			Paul "Prof" Herbert	State	Magic	Uncommon	N	 energy flail 
Entropy Sphere (1130)	darkfuture	entropy_sphere_df	Event	1	{pur}{pur}		0	0	0	Smoke target Character and inflict X damage on a front-row Feng Shui Site you control. X= the target's cost.	"Destruction has a price."		Arthur Roberg	Event	Purists	Common	N	 entropy sphere 
Entropy Tap (1131)	darkfuture	entropy_tap_df	Event	0	{pur}{mag}		0	0	0	Limited. Play when a Site you control takes combat damage but its Body is not reduced to 0 :: Gain X Power. X= half (round down) the damage inflicted.	Most geomancers will repair damaged chi. The Purists scavenge it.		Tony Moseley	Event	Purists	Common	N	 entropy tap 
Esteban Vicente (1132)	darkfuture	esteban_vicente_df	Geomancer Mastermind	3	{pur}{pur}{pur}	{pur}{mag}	5	0	0	Unique. When this card comes into play, you may rearrange target player's Site structure; you may not change the number of columns.	"Many have tried to defeat him - and failed."		Anthony Grabski	Character	Purists	Rare	N	 esteban vicente geomancer mastermind 
FAE Schwartz (1133)	darkfuture	fae_schwartz_df	Incendiary Fanatic	3	{jam}{jam}	{jam}	3	0	0	Unique. When this card is smoked, inflict X damage on each Character and Site at his location. X= his Fighting unmodified by damage.	"Boom, baby, boom!"		Randy Asplund	Character	Jammers	Uncommon	N	 fae schwartz incendiary fanatic 
Fake Out (1134)	darkfuture	fake_out_df	Event	0	{dra}{dra}		0	0	0	Play while you are attacking with more than one Character. Target interceptor ceases intercepting, but its controller may choose to intercept a different attacker with it.	"Mooks ain't any brighter in the future."		Mark Poole	Event	Dragons	Uncommon	N	 fake out 
Fallen Heroes (1135)	darkfuture	fallen_heroes_df	Event	0	{dra}{dra}		0	0	0	Toast a Character in your smoked pile to give target Character +X Fighting until the end of the turn. X= the number of resources required and provided by the toasted Character.	The roster is always growing, but the Dragons won't surrender.		Brian Rood	Event	Dragons	Uncommon	N	 fallen hero heroe heroes 
Fearsome Foe (1136)	darkfuture	fearsome_foe_df	State	0	{lot}{lot}		0	0	0	If subject Character is attacking, each opponent who intercepts must intercept it if he or she can.	The tallest nail gets hammered down first.		Thomas Manning	State	Eaters of the Lotus	Uncommon	N	 fearsome foe 
Fist of Freedom (1137)	darkfuture	fist_of_freedom_df	Rebel Martial Artist	3	{han}{han}	{han}{chi}	4	0	0	+2 damage against the target of his attack if no interceptors were declared against him this attack.	They went underground when kung fu was banned.		Lissanne Lake	Character	Guiding Hand	Common	N	 fist freedom rebel martial artist 
Fortress Omega (1138)	darkfuture	fortress_omega_df	Site	3	{arc}{arc}{arc}{tek}	{arc}{tek}	0	1	12	Unique. Toughness: 1. When a non-Unique Character enters combat with this Site, inflict 1 damage on that Character. (Before combat damage is dealt.) Turn to play a <Cyborg> or <Drone> Character at -1 cost.			Mark Tedin	Site	Architects of the Flesh	Rare	N	 fortres fortress omega 
Fo Shen (1139)	darkfuture	fo_shen_df	Eunuch Pawn	2	{lot}	{lot}{mag}	2	0	0	Unique. Turn to look at the top card of an opponent's deck. You may toast that card.	Nobody likes failures or traitors. He's both.		Lissanne Lake	Character	Eaters of the Lotus	Rare	N	 fo shen eunuch pawn 
Free Fire Zone (1140)	darkfuture	free_fire_zone_df	Battleground Site	1	{jam}		0	0	5	Limited. Any player who seizes this Site gains 2 Power. If this Site is in your front row, gain 1 Power when you smoke a Site.	The outbreak of civil war was just what the Jammers were waiting for.		Carisa Swenson	Site	Jammers	Uncommon	N	 free fire zone battleground 
Funky Monkey (1141)	darkfuture	funky_monkey_pr	Chimp Pimp	3	{jam}{jam}{jam}	{jam}	5	0	0	Unique.	The Jammers take "Disco Inferno" literally as the factions battle for the scariest territory of all - The '70s. Strap on your platform shoes and your Saturday Night Special as Boom Chaka Laka, boogies its way to retailers this summer!		Lissanne Lake	Character	Jammers	Promo	N	 funky monkey chimp pimp 
General Olivet (1142)	darkfuture	general_olivet_df	BuroMil Military Mastermind	4	{arc}{arc}{arc}	{arc}{arc}	6	0	0	Unique. Tactics. You may play <Soldier>, <BuroMil>, or <Military> Characters during opponents' turns. May attack during opponents' turns, and <Soldier>, <BuroMil>, or <Military> Characters may attack with him.			Randy Asplund	Character	Architects of the Flesh	Rare	N	 general olivet buro mil military mastermind 
Gloating Laughter (1143)	darkfuture	gloating_laughter_df	State	0	{lot}{lot}		0	0	0	Limited. Play on a Character you control when you seize or burn a Site for victory. Subject gains +1 Fighting, or +2 if it is a <Eunuch>.	"You cannot stop me now! HAHAHAHAHAHA!"		Brian Rood	State	Eaters of the Lotus	Uncommon	N	 gloating laughter 
Got My Mojo Working (1144)	darkfuture	got_my_mojo_working_df	Event	1	{dra}{dra}{dra}		0	0	0	Play in response to an opponent's Event. Choose a Character that the Event would damage or smoke :: Unturn that Character, and it is not affected by the Event.	"Did you really think it would be that easy?"		Dennis Calero	Event	Dragons	Common	N	 got my mojo working 
Hell Charger (1145)	darkfuture	hell_charger_df	Demon State	2	{lot}{lot}		0	0	0	Vehicle. Subject Character gains +3 Fighting. Remove 2 damage from subject at the start of your turn. Turn Hell Charger to change subject's location.	They can outrun a motorcycle and kick through battleship plate.		Tom Castillo	State	Eaters of the Lotus	Uncommon	N	 hell charger demon 
Hexagram Spirit (1146)	darkfuture	hexagram_spirit_df	Sorcerous Construct	4	{pur}{pur}{mag}	{pur}{mag}	6	0	0	When this card turns to attack, target an opponent and name a card :: Look at that player's hand, and gain 1 Power for each copy of the named card in it.			Jason Millet	Character	Purists	Uncommon	N	 hexagram spirit sorcerou sorcerous construct 
Homemade Tank (1147)	darkfuture	homemade_tank_df	State	2	{jam}{tek}		0	0	0	Toast It. Vehicle. Subject Character gains Toughness: 1 and +4 Fighting. Flip a coin at the start of your turn. Heads: Toast Homemade Tank.	"The engine's as big a threat as enemy fire."		Dan Frazier	State	Jammers	Common	N	 homemade tank 
Hot Springs (1148)	darkfuture	hot_springs_df	Feng Shui Site	0			0	1	6	Turn and maintain and target a Character :: Target takes no damage from Sites, and is not affected by effects generated by other Sites.			Val Mayerik	Site	Feng Shui Site	Common	N	 hot spring springs 
Ice Sorceress (1149)	darkfuture	ice_sorceress_df	Geomancer Mastermind	2	{mon}{mon}	{mon}{mag}	2	0	0	Turn and maintain to either add 3 or subtract 2 from target Feng Shui Site's Body. If this would reduce the Site's Body below 1, reduce it to 1 instead.			Edward Beard, Jr.	Character	Four Monarchs	Uncommon	N	 ice sorceres sorceress geomancer mastermind 
Identity Chop Shop (1150)	darkfuture	identity_chop_shop_df	Feng Shui Site	0			0	1	8	Limited. Turn and maintain to give or remove a designator of your choice from target Character you control. (This is not considered to change a card's title.)	"New ID? No problem, but impersonating a eunuch's going to cost, eh?"		Randy Asplund	Site	Feng Shui Site	Uncommon	N	 identity chop shop 
IFF Missiles (1151)	darkfuture	iff_missiles_df	Event	1	{tek}		0	0	0	Target an opponent :: Inflict 2 damage on each Character that opponent controls who does not share a designator with any other Character that player controls.	"Cookie cutter technology just isn't what it's supposed to be."		Mark Evans	Event	High Tech	Common	N	 iff missil missile missiles 
Inoue Oram (1152)	darkfuture	inoue_oram_df	Sorcerer Mastermind	2	{pur}	{pur}{mag}	2	0	0	Unique. Gain 1 power at the start of your Main Shot if you drew any cards during your Draw Phase and the number of cards drawn was even.			Melissa Benson	Character	Purists	Uncommon	N	 inoue oram sorcerer mastermind 
Jack of All Trades (1153)	darkfuture	jack_of_all_trades_df	Resourceful Techie	1	{jam}	{jam}{tek}	1	0	0	Turn this card and sacrifice a State :: Search through your deck for a State with a different title. Show it to your opponents and put it in your hand.			Randy Asplund	Character	Jammers	Common	N	 jack all trad trade trades resourceful techie 
Jason X (1154)	darkfuture	jason_x_df	Brainwashed Supersoldier	4	{arc}{arc}{arc}	{arc}{dra}	6	0	0	Unique. Guts. The cost of all {dra} Events is increased by 1.	There's very little Jason X left.		Ron Rousselle	Character	Architects of the Flesh	Rare	N	 jason x brainwashed super soldier 
Jet Pack (1155)	darkfuture	jet_pack_df	State	1	{tek}{tek}		0	0	0	Vehicle. Subject Character gains Mobility and +1 Fighting. Turn and flip a coin :: Heads: Subject gains Superleap and +2 Fighting until the end of the turn. Tails: Inflict 3 damage on subject.	"Just what you need for the morning commute."		Paul "Prof" Herbert	State	High Tech	Common	N	 jet pack 
Johann Bonengel (1156)	darkfuture	johann_bonengel_df	BuroPresident	3	{arc}{arc}{arc}{arc}{arc}	{arc}{arc}	5	0	0	Unique. Opponents cannot play States on cards you control while this card is unturned. Turn to gain 2 Power.	He thought he ruled 2062 with absolute authority.		Dennis Detwiller	Character	Architects of the Flesh	Rare	N	 johann bonengel buro president 
Johnny Badhair (1157)	darkfuture	johnny_badhair_df	Wild Man	5	{dra}{dra}{dra}	{dra}{jam}	7	0	0	Unique. Guts. Cannot be sacrificed. At the end of a turn in which this card was smoked, cut your deck, draw a card, and show it to your opponents. If the card is a State or a Character with a resource condition, return this card to play.			Phil Hale	Character	Dragons	Rare	N	 johnny badhair wild man 
Jury-Rigged Dynamo (1158)	darkfuture	juryrigged_dynamo_df	State	1	{jam}{tek}		0	0	0	Limited. Play on a Site you control. When an opponent gains Power outside of his or her Establishing Shot, you may either unturn this card, or turn it to gain 1 Power.	"You gotta know where to kick it."		Randy Asplund	State	Jammers	Common	N	 jury rigged dynamo 
Just a Rat (1159)	darkfuture	just_a_rat_df	Lodge Survivor	3	{asc}	{asc}	3	0	0	Stealth. Inflict 2 damage on any Character that Just a Rat bypasses using Stealth.	A few still survive, with distant memories of what they used to be.		Matt Wilson	Character	Ascended	Common	N	 just rat lodge survivor 
Kar Fai's Last Stand (1160)	darkfuture	kar_fais_last_stand_df	Event	1	{dra}{dra}		0	0	0	Faceoff. Turn a Character you control and target an opponent's Character with Fighting no lower than two less than yours. The winner's Character gains Guts and Toughness: 1 until it leaves play.	"You can't win."\n"I don't need to."		Mark Tedin	Event	Dragons	Uncommon	N	 kar fai fais last stand 
Kar Fai's Legacy (1161)	darkfuture	kar_fais_legacy_df	Event	0	{dra}{dra}{dra}		0	0	0	Play when a Unique Character you control is smoked. Toast that Character :: Gain Power equal to half (round up) of that Character's cost.	Kar Fai stayed behind to save us all.		Jason Millet	Event	Dragons	Uncommon	N	 kar fai fais legacy 
Killing Ground (1162)	darkfuture	killing_ground_df	Battleground Site	0			0	0	5	Any player who seizes this site gains 2 Power. If Killing Ground is in your front row, all of your Characters inflict +1 damage on interceptors, and you may play non-Unique 0-cost non-Feng Shui Sites even if you have already played a Site during your turn.			Mark Raabe	Site	Unaligned	Common	N	 killing ground battleground 
King Kung (1163)	darkfuture	king_kung_df	Cyborg Gorilla	6	{jam}{jam}{jam}{jam}{tek}	{jam}	12	0	0	Unique. If King Kung enters combat with a Site, he enters combat with all Sites at that location simultaneously. (Divide his combat damage among the Sites.)			Jim Pavelec	Character	Jammers	Rare	N	 king kung cyborg gorilla 
